Name,Franchise_Name,Is_Franchise,Platform,Year,Release_Month,Genre,Publisher,Developer,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
Tales of Symphonia,Tales of Symphonia,1,PS3,2013.0,,Role-Playing,Namco Bandai Games,Namco Bandai Games,T,0.21,0.12,0.13,0.07,0.52,,,7.2,6.0
Michael Jackson: The Experience,Michael Jackson,1,PS3,2011.0,4.0,Misc,Ubisoft,Ubisoft Montreal,E10+,0.25,0.19,0.0,0.08,0.52,66.0,11.0,8.4,16.0
Tales of Destiny,Tales of Destiny,1,PS2,2006.0,11.0,Role-Playing,Namco Bandai Games,,,0.0,0.0,0.52,0.0,0.52,,,,
Stuntman: Ignition,Stuntman,1,PS3,2007.0,9.0,Racing,THQ,Paradigm Entertainment,T,0.17,0.26,0.0,0.1,0.52,76.0,18.0,6.2,12.0
Littlest Pet Shop 3: Biggest Stars - Blue / Pink / Purple Team,Littlest Pet Shop,1,DS,2010.0,10.0,Simulation,Electronic Arts,,,0.49,0.0,0.0,0.03,0.52,,,,
F.E.A.R. 2: Project Origin,F.E.A.R.,1,X360,2009.0,2.0,Shooter,Warner Bros. Interactive Entertainment,Monolith Productions,M,0.32,0.15,0.0,0.05,0.52,77.0,68.0,8,114.0
Mystery Dungeon: Shiren the Wanderer,Mystery Dungeon,1,DS,2006.0,3.0,Role-Playing,Sega,ChunSoft,E,0.17,0.0,0.33,0.02,0.52,69.0,27.0,8.2,21.0
GT Pro Series,GT Pro Series,0,Wii,2006.0,11.0,Racing,Ubisoft,MTO,E,0.46,0.01,0.02,0.04,0.52,41.0,15.0,4,21.0
Tiger Woods PGA Tour 11,Tiger Woods PGA Tour,1,X360,2010.0,6.0,Sports,Electronic Arts,EA Sports,E,0.28,0.19,0.0,0.05,0.52,79.0,51.0,7.8,19.0
The Golden Compass,The Golden Compass,1,PS2,2007.0,12.0,Action,Sega,Shiny Entertainment,E10+,0.13,0.0,0.0,0.39,0.52,46.0,10.0,5.2,6.0
Final Fantasy Chronicles,Final Fantasy Chronicles,0,PS,2001.0,6.0,Role-Playing,Square,TOSE,T,0.29,0.2,0.0,0.03,0.52,89.0,15.0,9.1,37.0
F1 2009,F1 2009,1,PSP,2009.0,11.0,Racing,Codemasters,Sumo Digital,E,0.08,0.29,0.0,0.16,0.52,68.0,23.0,7.2,14.0
Syphon Filter 3,Syphon Filter,1,PS,2001.0,11.0,Shooter,Sony Computer Entertainment,Sony Bend,M,0.29,0.2,0.0,0.03,0.52,73.0,19.0,8.5,36.0
Metal Gear Solid 2: Substance,Metal Gear Solid,1,PS2,2002.0,3.0,Action,Konami Digital Entertainment,KCEJ,M,0.18,0.14,0.16,0.05,0.52,87.0,17.0,9,126.0
Tales of Symphonia: Dawn of the New World,Tales of Symphonia,1,Wii,2008.0,11.0,Role-Playing,Namco Bandai Games,Bandai Namco Games,T,0.21,0.04,0.24,0.02,0.52,68.0,46.0,7.1,93.0
NBA Live 08,NBA Live,1,X360,2007.0,10.0,Sports,Electronic Arts,EA Canada,E,0.47,0.0,0.0,0.04,0.52,73.0,37.0,5.3,19.0
Guinness World Records: The Videogame,Guinness World Records,1,DS,2008.0,11.0,Action,Warner Bros. Interactive Entertainment,TT Fusion,E,0.47,0.01,0.0,0.04,0.52,70.0,4.0,tbd,
We Love Katamari,We Love Katamari,0,PS2,2005.0,9.0,Puzzle,Electronic Arts,Namco,E,0.26,0.2,0.0,0.07,0.52,86.0,61.0,8.9,51.0
Sesame Street: Once Upon A Monster,Sesame Street,1,X360,2011.0,10.0,Misc,Warner Bros. Interactive Entertainment,Double Fine Productions,E,0.39,0.09,0.0,0.04,0.52,79.0,26.0,6.9,22.0
NCAA Football 2003,NCAA Football 2003,1,XB,2002.0,7.0,Sports,Electronic Arts,EA Sports,E,0.39,0.11,0.0,0.02,0.52,90.0,14.0,8.2,15.0
We Cheer,We Cheer,1,Wii,2008.0,9.0,Simulation,505 Games,"Machatin, Inc.",E10+,0.47,0.0,0.0,0.04,0.52,56.0,12.0,7.3,13.0
Madden NFL 07,Madden NFL,1,PS3,2006.0,11.0,Sports,Electronic Arts,EA Tiburon,E,0.47,0.0,0.01,0.04,0.52,76.0,25.0,4.2,22.0
Ready 2 Rumble Boxing: Round 2,Ready 2 Rumble Boxing,1,PS,2000.0,11.0,Fighting,Midway Games,Point of View,T,0.29,0.2,0.0,0.03,0.52,68.0,5.0,tbd,
LEGO Jurassic World,LEGO Jurassic World,1,WiiU,2015.0,6.0,Action,Warner Bros. Interactive Entertainment,TT Games,E10+,0.27,0.19,0.02,0.04,0.52,71.0,5.0,8.1,14.0
Mega Man 6,Mega Man,1,NES,1993.0,3.0,Platform,Capcom,,,0.28,0.07,0.16,0.01,0.52,,,,
NBA Live 09,NBA Live,1,PS3,2008.0,10.0,Sports,Electronic Arts,EA Canada,E,0.46,0.0,0.02,0.04,0.52,75.0,32.0,7.8,15.0
FIFA 12,FIFA,1,PSP,2011.0,,Sports,Electronic Arts,,,0.12,0.25,0.02,0.13,0.52,,,,
Mission: Impossible,Mission,1,PS,1999.0,11.0,Action,Infogrames,,,0.29,0.2,0.0,0.03,0.52,,,,
Rory McIlroy PGA Tour,Rory McIlroy PGA Tour,1,PS4,2015.0,7.0,Action,Electronic Arts,EA Tiburon,E,0.18,0.25,0.0,0.08,0.52,61.0,33.0,3.7,78.0
SingStar Dance,SingStar Dance,0,PS3,2010.0,11.0,Misc,Sony Computer Entertainment,SCEE London Studio,T,0.09,0.31,0.0,0.11,0.52,65.0,21.0,3.9,8.0
Rival Schools: United By Fate,Rival Schools,0,PS,1998.0,9.0,Fighting,Capcom,,,0.12,0.08,0.28,0.03,0.52,,,,
Lords of the Fallen,Lords of the Fallen,1,PS4,2014.0,10.0,Role-Playing,Square Enix,"City Interactive, Deck 13",M,0.18,0.24,0.02,0.08,0.52,68.0,45.0,6.6,425.0
Swing Away Golf,Swing Away Golf,0,PS2,2000.0,10.0,Sports,Electronic Arts,T&E Soft,E,0.17,0.13,0.18,0.04,0.52,78.0,15.0,tbd,
J-League Pro Soccer Club o Tsukurou! 3,J-League Pro Soccer Club o Tsukurou!,1,PS2,2003.0,6.0,Sports,Sega,,,0.0,0.0,0.52,0.0,0.52,,,,
Tomb Raider: Legend,Tomb Raider,1,PS2,2006.0,4.0,Action,Eidos Interactive,Crystal Dynamics,T,0.25,0.19,0.02,0.06,0.52,82.0,43.0,7.1,96.0
Freedom Fighters,Freedom Fighters,1,PS2,2003.0,10.0,Shooter,Electronic Arts,Io Interactive,T,0.25,0.2,0.0,0.07,0.52,81.0,26.0,8.4,57.0
Silent Hill: Origins,Silent Hill,1,PSP,2007.0,11.0,Action,Konami Digital Entertainment,"Climax Group, Climax Studios",M,0.22,0.15,0.04,0.1,0.52,78.0,40.0,7.8,107.0
Gun,Gun,1,XB,2005.0,11.0,Shooter,Activision,Neversoft Entertainment,M,0.38,0.12,0.0,0.02,0.52,79.0,55.0,7.8,29.0
That's So Raven 2: Supernatural Style,That's So Raven,1,GBA,2005.0,8.0,Adventure,Disney Interactive Studios,Artificial Mind and Movement,E,0.37,0.14,0.0,0.01,0.52,52.0,5.0,tbd,
Fight Night Round 3,Fight Night Round,1,PSP,2006.0,2.0,Fighting,Electronic Arts,EA Chicago,T,0.46,0.01,0.0,0.04,0.52,74.0,22.0,8.1,22.0
The Punisher,The Punisher,1,PS2,2005.0,1.0,Action,THQ,Volition Inc.,M,0.25,0.2,0.0,0.07,0.52,68.0,44.0,8.2,56.0
Kirby and the Rainbow Curse,Kirby and the Rainbow Curse,0,WiiU,2015.0,2.0,Platform,Nintendo,HAL Labs,E,0.22,0.13,0.12,0.04,0.52,73.0,72.0,8,227.0
Front Mission 3,Front Mission,1,PS,1999.0,2.0,Strategy,SquareSoft,,,0.1,0.07,0.31,0.03,0.52,,,,
Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,Kenkou Ouen Recipe 1000,0,DS,2006.0,12.0,Misc,Nintendo,,,0.0,0.0,0.52,0.0,0.52,,,,
SSX On Tour,SSX On Tour,1,PS2,2005.0,10.0,Sports,Electronic Arts,EA Canada,E,0.25,0.2,0.0,0.07,0.52,80.0,41.0,7.9,26.0
 Frozen: Olaf's Quest,Frozen,1,DS,2013.0,11.0,Platform,Disney Interactive Studios,,,0.21,0.26,0.0,0.04,0.52,,,,
Disgaea 3: Absence of Justice,Disgaea,1,PS3,2008.0,8.0,Role-Playing,Square Enix,Nippon Ichi Software,T,0.33,0.03,0.11,0.04,0.52,78.0,51.0,7.5,150.0
Tony Hawk's Pro Skater 3,Tony Hawk's Pro Skater,1,GBA,2002.0,3.0,Sports,Activision,Vicarious Visions,E,0.37,0.14,0.0,0.01,0.52,90.0,20.0,8,6.0
Way of the Samurai 3,Way of the Samurai,1,PS3,2008.0,10.0,Action,Gamebridge,Acquire,M,0.18,0.08,0.22,0.04,0.52,58.0,18.0,7.9,22.0
The Sims 2: Open for Business,The Sims,1,PC,2006.0,2.0,Simulation,Electronic Arts,Maxis,T,0.46,0.05,0.0,0.0,0.52,78.0,29.0,8.6,35.0
Rune Factory 2: A Fantasy Harvest Moon,Rune Factory,1,DS,2008.0,11.0,Role-Playing,Rising Star Games,Neverland,E,0.32,0.03,0.15,0.03,0.52,77.0,14.0,7.9,30.0
Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,1,GBA,2004.0,5.0,Action,Electronic Arts,Griptonite Games,E,0.37,0.14,0.0,0.01,0.52,69.0,11.0,8.1,12.0
Omega Boost,Omega Boost,0,PS,1999.0,8.0,Shooter,Sony Computer Entertainment,,,0.17,0.11,0.2,0.03,0.52,,,,
NFL 2K3,NFL 2K3,1,XB,2002.0,8.0,Sports,Sega,,,0.38,0.11,0.0,0.02,0.52,,,,
Cars 2,Cars,1,PS3,2011.0,6.0,Racing,Disney Interactive Studios,,,0.22,0.21,0.0,0.09,0.52,,,,
Go Diego Go! Safari Rescue,Go Diego Go! Safari Rescue,0,Wii,2008.0,2.0,Action,Take-Two Interactive,,,0.47,0.0,0.0,0.04,0.52,,,,
SimAnimals,SimAnimals,1,DS,2009.0,1.0,Simulation,Electronic Arts,Electronic Arts,E,0.26,0.2,0.0,0.05,0.52,70.0,10.0,7.5,4.0
NBA Live 2002,NBA Live 2002,1,PS,2001.0,10.0,Sports,Electronic Arts,EA Canada,E,0.29,0.19,0.0,0.03,0.52,81.0,6.0,8.8,9.0
Jampack Winter 2002,Jampack Winter 2002,0,PS2,2002.0,10.0,Misc,Sony Computer Entertainment,,,0.25,0.2,0.0,0.07,0.52,,,,
LEGO Marvel Super Heroes,LEGO Marvel Super Heroes,1,PSV,2013.0,,Action,Warner Bros. Interactive Entertainment,,,0.11,0.29,0.0,0.11,0.51,,,,
Way of the Samurai,Way of the Samurai,1,PS2,2002.0,5.0,Action,Eidos Interactive,Acquire,M,0.13,0.1,0.25,0.03,0.51,74.0,22.0,8.2,19.0
The 3rd Birthday,The 3rd Birthday,0,PSP,2010.0,3.0,Role-Playing,Square Enix,HexaDrive,M,0.13,0.07,0.27,0.05,0.51,71.0,56.0,6.1,113.0
Sonic & All-Stars Racing Transformed,Sonic & All-Stars Racing Transformed,1,WiiU,2012.0,,Racing,Sega,,,0.19,0.26,0.02,0.04,0.51,,,,
Kung Fu Panda,Kung Fu Panda,1,PS3,2008.0,6.0,Action,Activision,"Luxoflux, Inc.",E10+,0.21,0.21,0.0,0.09,0.51,76.0,23.0,7.3,18.0
Classic Word Games,Classic Word Games,0,DS,2009.0,6.0,Misc,Ubisoft,Ubisoft,E,0.09,0.36,0.0,0.06,0.51,,,tbd,
Epic Mickey 2: The Power of Two,Epic Mickey,1,X360,2012.0,,Action,Disney Interactive Studios,Blitz Games Studios,E,0.32,0.15,0.0,0.04,0.51,59.0,35.0,5.5,22.0
Fishing Derby,Fishing Derby,0,2600,,1.0,Sports,Activision,,,0.48,0.03,0.0,0.01,0.51,,,,
Pac-Man Fever,Pac-Man Fever,1,PS2,2001.0,9.0,Misc,Sony Computer Entertainment,Mass Media,E,0.25,0.2,0.0,0.07,0.51,47.0,14.0,6.3,7.0
Spectrobes: Beyond the Portals,Spectrobes,1,DS,2008.0,10.0,Role-Playing,Disney Interactive Studios,"Jupiter Corporation, Jupiter Multimedia",E10+,0.36,0.11,0.0,0.04,0.51,70.0,26.0,7.7,14.0
International Track & Field,International Track & Field,0,PS,1996.0,6.0,Sports,Konami Digital Entertainment,,,0.08,0.05,0.35,0.03,0.51,,,,
HSX HyperSonic.Xtreme,HSX HyperSonic.Xtreme,0,PS2,2002.0,1.0,Racing,Midas Interactive Entertainment,Blade Interactive,E,0.25,0.2,0.0,0.07,0.51,53.0,17.0,8.4,8.0
Lair,Lair,0,PS3,2007.0,8.0,Action,Sony Computer Entertainment,"Factor 5, SCE/WWS",T,0.36,0.03,0.08,0.04,0.51,53.0,55.0,6.4,229.0
Madden NFL 2004,Madden NFL 2004,1,GC,2003.0,8.0,Sports,Electronic Arts,EA Tiburon,E,0.4,0.1,0.0,0.01,0.51,94.0,19.0,7.7,17.0
Jikkyou Powerful Pro Yakyuu 10,Jikkyou Powerful Pro Yakyuu,1,PS2,2003.0,7.0,Sports,Konami Digital Entertainment,,,0.0,0.0,0.51,0.0,0.51,,,,
Summoner,Summoner,1,PS2,2000.0,10.0,Role-Playing,THQ,Volition Inc.,T,0.25,0.2,0.0,0.07,0.51,74.0,16.0,7.8,12.0
Soul Sacrifice,Soul Sacrifice,0,PSV,2013.0,4.0,Role-Playing,Sony Computer Entertainment,"SCE Japan Studio, comcept",M,0.15,0.08,0.22,0.06,0.51,77.0,71.0,8.2,298.0
Virtual Pool,Virtual Pool,1,PS,1997.0,2.0,Sports,Interplay,,,0.28,0.19,0.0,0.03,0.51,,,,
DC Universe Online,DC Universe Online,1,PS3,2011.0,1.0,Role-Playing,Sony Online Entertainment,WBIE,T,0.35,0.11,0.0,0.06,0.51,67.0,46.0,7.4,139.0
Jam With the Band,Jam With the Band,0,DS,2008.0,5.0,Misc,Nintendo,,,0.0,0.0,0.51,0.0,0.51,,,,
NBA Live 07,NBA Live,1,PSP,2006.0,9.0,Sports,Electronic Arts,EA Sports,E,0.47,0.0,0.0,0.04,0.51,64.0,9.0,7.5,4.0
IL-2 Sturmovik: Birds of Prey,IL-2 Sturmovik,1,X360,2009.0,9.0,Simulation,505 Games,Gaijin Entertainment,T,0.23,0.23,0.0,0.05,0.51,80.0,43.0,8.4,18.0
100 All-Time Favorites,100 All-Time Favorites,0,DS,2009.0,10.0,Puzzle,Ubisoft,Ubisoft,E,0.35,0.12,0.0,0.04,0.51,,,6.2,6.0
The Walking Dead: Survival Instinct,The Walking Dead,1,PS3,2013.0,3.0,Shooter,Activision,Terminal Reality,M,0.28,0.15,0.0,0.08,0.51,34.0,14.0,3.6,196.0
Major League Baseball 2K10,Major League Baseball 2K10,1,X360,2010.0,3.0,Sports,Take-Two Interactive,Visual Concepts,E,0.47,0.0,0.0,0.04,0.51,76.0,26.0,7.6,38.0
Alice in Wonderland,Alice in Wonderland,1,Wii,2010.0,3.0,Adventure,Disney Interactive Studios,Etranges Libellules,E10+,0.25,0.21,0.0,0.05,0.51,69.0,18.0,7.4,13.0
Ratatouille,Ratatouille,1,PS3,2007.0,10.0,Action,THQ,Heavy Iron Studios,E,0.09,0.32,0.0,0.1,0.51,55.0,8.0,4.8,4.0
"SpongeBob SquarePants: Lights, Camera, Pants!",SpongeBob SquarePants,1,GBA,2005.0,10.0,Misc,THQ,,,0.37,0.14,0.0,0.01,0.51,,,,
Wrecking Crew,Wrecking Crew,0,NES,1985.0,10.0,Platform,Nintendo,,,0.0,0.0,0.51,0.0,0.51,,,,
Rugrats: Scavenger Hunt,Rugrats,1,N64,1999.0,6.0,Misc,THQ,,,0.41,0.09,0.0,0.01,0.51,,,,
International Superstar Soccer 2000 (All region sales),International Superstar Soccer 2000 (All region sales),0,N64,1999.0,8.0,Sports,Konami Digital Entertainment,,,0.01,0.26,0.22,0.02,0.51,,,,
NBA Live 2004,NBA Live 2004,1,XB,2003.0,10.0,Sports,Electronic Arts,EA Sports,E,0.44,0.04,0.0,0.02,0.51,85.0,19.0,8.2,11.0
Iron Man,Iron Man,1,DS,2008.0,5.0,Action,Sega,Artificial Mind and Movement,E10+,0.35,0.12,0.0,0.05,0.51,56.0,10.0,7,4.0
Alien: Isolation,Alien,1,XOne,2014.0,10.0,Shooter,Sega,Creative Assembly,M,0.22,0.24,0.0,0.04,0.51,78.0,24.0,7.8,314.0
Dai-4-Ji Super Robot Taisen S,Dai-4-Ji Super Robot Taisen S,0,PS,1996.0,1.0,Strategy,Banpresto,,,0.0,0.0,0.48,0.03,0.51,,,,
Pro Evolution Soccer 2010,Pro Evolution Soccer 2010,1,Wii,2009.0,11.0,Sports,Konami Digital Entertainment,Konami,E,0.12,0.27,0.06,0.05,0.51,82.0,13.0,8.4,17.0
Disney's Kim Possible: Revenge of Monkey Fist,Disney's Kim Possible,1,GBA,2002.0,11.0,Platform,THQ,Digital Eclipse,E,0.37,0.14,0.0,0.01,0.51,62.0,4.0,8.8,8.0
Naruto Shippuden: Clash of Ninja Revolution 3,Naruto Shippuden,1,Wii,2009.0,,Fighting,Nintendo,8ing/Raizing,T,0.44,0.03,0.0,0.04,0.51,74.0,23.0,8.1,21.0
Ace Combat Zero: The Belkan War,Ace Combat Zero,0,PS2,2006.0,4.0,Simulation,Namco Bandai Games,Namco,T,0.15,0.12,0.2,0.04,0.51,75.0,45.0,8.4,55.0
Dragon Age: Origins,Dragon Age,1,PC,2009.0,11.0,Role-Playing,Electronic Arts,BioWare,M,0.0,0.46,0.0,0.05,0.51,91.0,67.0,8.6,3542.0
Dynasty Warriors,Dynasty Warriors,1,PSP,2004.0,3.0,Action,Tecmo Koei,Koei,T,0.18,0.0,0.3,0.02,0.51,62.0,26.0,7.3,24.0
NHL 07,NHL,1,PS2,2006.0,9.0,Sports,Electronic Arts,EA Sports,E10+,0.42,0.02,0.0,0.07,0.51,76.0,11.0,4.6,51.0
SoulCalibur: Broken Destiny,SoulCalibur,1,PSP,2009.0,9.0,Fighting,Namco Bandai Games,Bandai Namco Games,T,0.12,0.2,0.07,0.12,0.51,80.0,52.0,6.2,45.0
Dishonored,Dishonored,1,PC,2012.0,4.0,Action,Bethesda Softworks,,,0.26,0.19,0.0,0.06,0.51,,,,
Dragon Ball: Raging Blast,Dragon Ball,1,X360,2009.0,11.0,Fighting,Namco Bandai Games,Spike,T,0.36,0.08,0.02,0.04,0.51,56.0,29.0,7.5,33.0
Naruto Shippuden: Ultimate Ninja Storm 3,Naruto Shippuden,1,X360,2013.0,3.0,Fighting,Namco Bandai Games,CyberConnect2,T,0.29,0.16,0.01,0.05,0.51,70.0,16.0,7.7,67.0
Petz: Hamsterz Life 2,Petz,1,DS,2007.0,11.0,Misc,Ubisoft,,,0.47,0.0,0.0,0.04,0.51,,,tbd,
World Championship Poker,World Championship Poker,1,XB,2004.0,11.0,Misc,Crave Entertainment,Coresoft,E,0.37,0.11,0.0,0.02,0.51,66.0,7.0,tbd,
The BIGS,The BIGS,1,PS2,2007.0,6.0,Sports,Take-Two Interactive,Blue Castle Games,E,0.25,0.19,0.0,0.06,0.51,71.0,4.0,4.8,4.0
WWE 2K16,WWE 2K16,1,PS3,2015.0,10.0,Sports,Take-Two Interactive,Yuke's,T,0.22,0.21,0.0,0.08,0.51,,,6,21.0
Final Fantasy,Final Fantasy,1,WS,2000.0,12.0,Role-Playing,SquareSoft,,,0.0,0.0,0.51,0.0,0.51,,,,
Dragon Ball Z: Supersonic Warriors,Dragon Ball Z,1,GBA,2004.0,6.0,Fighting,Atari,Arc System Works,T,0.36,0.13,0.0,0.01,0.51,73.0,26.0,7,21.0
NBA Ballers,NBA Ballers,1,XB,2004.0,4.0,Sports,Midway Games,Midway,E,0.37,0.11,0.0,0.02,0.51,82.0,35.0,8.1,8.0
Silent Hill 4: The Room,Silent Hill,1,PS2,2004.0,9.0,Action,Konami Digital Entertainment,KCET,M,0.25,0.19,0.0,0.06,0.51,76.0,54.0,7.8,191.0
River Raid II,River Raid,1,2600,1988.0,7.0,Shooter,Activision,,,0.47,0.03,0.0,0.01,0.51,,,,
Capcom Classics Collection,Capcom Classics Collection,1,PS2,2005.0,9.0,Misc,Capcom,Digital Eclipse,T,0.22,0.17,0.05,0.06,0.51,78.0,30.0,8.4,5.0
My Word Coach,My Word Coach,1,Wii,2007.0,11.0,Misc,Ubisoft,Ubisoft,E,0.46,0.01,0.0,0.04,0.51,68.0,8.0,tbd,
Monopoly Party,Monopoly Party,1,PS2,2002.0,11.0,Misc,Infogrames,,,0.25,0.19,0.0,0.06,0.51,,,,
Tiger Woods PGA Tour 13,Tiger Woods PGA Tour,1,X360,2012.0,3.0,Sports,Electronic Arts,Electronic Arts,E,0.29,0.18,0.0,0.04,0.51,77.0,47.0,5.6,39.0
NHL FaceOff 98,NHL FaceOff,1,PS,1997.0,9.0,Sports,Sony Computer Entertainment,,,0.28,0.19,0.0,0.03,0.51,,,,
The Saboteur,The Saboteur,1,X360,2009.0,12.0,Action,Electronic Arts,Pandemic Studios,M,0.26,0.2,0.0,0.05,0.51,73.0,69.0,8.2,141.0
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,The Adventures of Jimmy Neutron Boy Genius,1,GBA,2004.0,9.0,Action,THQ,Tantalus Interactive,E,0.36,0.13,0.0,0.01,0.5,56.0,4.0,tbd,
Sonic Riders,Sonic Riders,1,PS2,2006.0,2.0,Racing,Sega,Sonic Team,E,0.42,0.02,0.0,0.07,0.5,55.0,41.0,7.2,25.0
Looney Tunes: Back in Action,Looney Tunes,1,PS2,2003.0,11.0,Platform,Warner Bros. Interactive Entertainment,Warthog,E,0.25,0.19,0.0,0.06,0.5,51.0,9.0,7.5,6.0
Monsters vs. Aliens,Monsters vs. Aliens,1,DS,2009.0,3.0,Action,Activision,Griptonite Games,E,0.33,0.13,0.0,0.05,0.5,47.0,8.0,tbd,
Midnight Magic,Midnight Magic,0,2600,1983.0,1.0,Action,Atari,,,0.47,0.03,0.0,0.01,0.5,,,,
NHL 09,NHL,1,X360,2008.0,9.0,Sports,Electronic Arts,EA Canada,E10+,0.45,0.01,0.0,0.04,0.5,88.0,41.0,8.4,61.0
Bully: Scholarship Edition,Bully,1,Wii,2008.0,3.0,Action,Take-Two Interactive,Rockstar Toronto,T,0.17,0.28,0.0,0.06,0.5,83.0,34.0,8.4,60.0
WWE SmackDown vs. RAW 2007,WWE SmackDown vs. RAW 2007,1,X360,2006.0,11.0,Fighting,THQ,Yuke's,T,0.44,0.03,0.0,0.04,0.5,81.0,50.0,7.8,46.0
Midnight Club II,Midnight Club,1,XB,2003.0,6.0,Racing,Take-Two Interactive,Rockstar San Diego,T,0.42,0.06,0.0,0.02,0.5,86.0,33.0,7.6,12.0
Monster Hunter Freedom 2,Monster Hunter Freedom,1,PS3,2011.0,,Role-Playing,Capcom,,,0.0,0.0,0.5,0.0,0.5,,,,
Tiger Woods PGA Tour 07,Tiger Woods PGA Tour,1,PS3,2006.0,11.0,Sports,Electronic Arts,EA Redwood Shores,E,0.31,0.12,0.0,0.07,0.5,81.0,30.0,tbd,
Ratatouille,Ratatouille,1,Wii,2007.0,6.0,Action,THQ,Asobo Studio,E,0.43,0.03,0.0,0.04,0.5,62.0,16.0,6.7,12.0
Avatar: The Last Airbender,Avatar,1,GC,2006.0,10.0,Adventure,THQ,AWE Games,E10+,0.39,0.1,0.0,0.01,0.5,60.0,10.0,6.5,4.0
Blue's Clues: Blue's Big Musical,Blue's Clues,0,PS,2001.0,8.0,Misc,THQ,,,0.28,0.19,0.0,0.03,0.5,,,,
The Mummy Returns,The Mummy Returns,0,PS2,2001.0,10.0,Action,Universal Interactive,Blitz Games,T,0.25,0.19,0.0,0.06,0.5,44.0,13.0,7,11.0
Cars Toon: Mater's Tall Tales,Cars Toon,0,Wii,2010.0,10.0,Misc,Disney Interactive Studios,Disney Interactive Studios,E,0.45,0.02,0.0,0.03,0.5,,,tbd,
Paws & Claws: Dogs & Cats Best Friends,Paws & Claws,1,DS,2007.0,10.0,Simulation,THQ,,,0.46,0.01,0.0,0.04,0.5,,,,
Hitman: Blood Money,Hitman,1,PS2,2006.0,5.0,Action,Eidos Interactive,Io Interactive,M,0.25,0.19,0.0,0.06,0.5,83.0,36.0,8.4,104.0
Disney Sing It,Disney Sing It,1,PS2,2008.0,10.0,Misc,Disney Interactive Studios,Zoe Mode,E,0.25,0.19,0.0,0.06,0.5,,,tbd,
Chopper Command,Chopper Command,0,2600,1982.0,6.0,Shooter,Activision,,,0.47,0.03,0.0,0.01,0.5,,,,
Lost: Via Domus,Lost,1,PS3,2008.0,2.0,Action,Ubisoft,Ubisoft Montreal,T,0.19,0.22,0.0,0.09,0.5,54.0,30.0,6.9,28.0
Crash: Mind Over Mutant,Crash,1,PS2,2008.0,10.0,Platform,Vivendi Games,Radical Entertainment,E10+,0.25,0.19,0.0,0.06,0.5,73.0,7.0,6.5,36.0
Activision Anthology,Activision Anthology,1,PS2,2002.0,11.0,Misc,Activision,Contraband Entertainment,E,0.25,0.19,0.0,0.06,0.5,75.0,13.0,7.7,6.0
Picross DS,Picross DS,0,DS,2007.0,7.0,Puzzle,Nintendo,Jupiter Corporation,E,0.17,0.02,0.3,0.02,0.5,83.0,33.0,8.7,36.0
Pro Evolution Soccer 2012,Pro Evolution Soccer 2012,1,X360,2011.0,9.0,Action,Konami Digital Entertainment,Konami,E,0.1,0.34,0.0,0.07,0.5,78.0,36.0,6.6,55.0
Final Fantasy II Anniversary Edition,Final Fantasy II Anniversary Edition,0,PSP,2007.0,7.0,Role-Playing,Square Enix,TOSE,T,0.36,0.02,0.07,0.04,0.5,63.0,31.0,7.1,24.0
Test Drive Unlimited,Test Drive Unlimited,1,PSP,2007.0,3.0,Racing,Atari,Melbourne House,E10+,0.08,0.27,0.0,0.15,0.5,80.0,18.0,7.3,29.0
Harry Potter and the Half-Blood Prince,Harry Potter and the Half-Blood Prince,1,PSP,2009.0,6.0,Action,Electronic Arts,EA Bright Light,E,0.18,0.2,0.0,0.12,0.5,,,6.6,9.0
Unit 13,Unit,0,PSV,2012.0,3.0,Shooter,Sony Computer Entertainment,Zipper Interactive,T,0.25,0.13,0.04,0.07,0.5,71.0,60.0,7.5,169.0
R.U.S.E.,R.U.S.E.,1,PS3,2010.0,9.0,Strategy,Ubisoft,Eugen Systems,T,0.18,0.22,0.02,0.08,0.5,76.0,37.0,7.3,50.0
Theatrhythm: Final Fantasy,Theatrhythm,0,3DS,2012.0,7.0,Misc,Square Enix,Indies Zero,E10+,0.22,0.07,0.18,0.02,0.5,78.0,60.0,7.8,113.0
Prince of Persia Trilogy,Prince of Persia Trilogy,0,PS3,2010.0,4.0,Action,Ubisoft,,,0.17,0.24,0.0,0.09,0.5,,,,
Goldeneye 007: Reloaded,Goldeneye 007,1,X360,2011.0,11.0,Shooter,Activision,Eurocom Entertainment Software,T,0.25,0.2,0.0,0.05,0.5,72.0,56.0,6,96.0
Rugrats in Paris: The Movie,Rugrats in Paris,1,N64,2000.0,11.0,Action,THQ,,,0.4,0.09,0.0,0.01,0.5,,,,
Hidden Mysteries: Titanic - Secrets of the Fateful Voyage,Hidden Mysteries,1,DS,2009.0,11.0,Adventure,GSP,,,0.12,0.32,0.0,0.06,0.5,,,,
Star Wars: Jedi Starfighter,Star Wars,1,PS2,2002.0,3.0,Simulation,Activision,LucasArts,T,0.24,0.19,0.0,0.06,0.5,81.0,22.0,8.3,8.0
